Genome Name,Study,Region,Country,Site,Cluster,Year,Mortality,N50,contig_count,total_size,resistance_score,ST,K_locus,K_type,K_locus_confidence,O_locus,O_type,O_locus_confidence,O_genotype,O_locus_variant
CLIN.MF2743,Botswana,Southern Africa,Botswana,59,BT2,2023,NA,111503,344,5466636,0,ST1414,KL8,K8,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
CLIN.004538,Botswana,Southern Africa,Botswana,59,BT3,2023,NA,275685,287,5636156,1,ST1805,KL48,K48,Typeable,O3/O3a,O3/O3a,Typeable,O3/O3a,O3/O3a
CLIN.MF1982,Botswana,Southern Africa,Botswana,59,BT3,2023,NA,185862,509,5729967,1,ST1805,KL48,K48,Typeable,O3/O3a,O3/O3a,Typeable,O3/O3a,O3/O3a
S24aae_y_4124,Botswana,Southern Africa,Botswana,59,BT3,2023,NA,166981,47,5074088,0,ST1805-1LV,KL48,K48,Typeable,O3/O3a,O3/O3a,Typeable,O3/O3a,O3/O3a
S26aae_y_4122,Botswana,Southern Africa,Botswana,59,BT3,2023,NA,169827,47,5123534,0,ST1805,KL48,K48,Typeable,O3/O3a,O3/O3a,Typeable,O3/O3a,O3/O3a
CLIN.004395,Botswana,Southern Africa,Botswana,59,BT4,2023,NA,125663,320,6027405,1,ST22,KL9,K9,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
CLIN.MF3028,Botswana,Southern Africa,Botswana,59,BT4,2023,NA,207957,176,5555470,1,ST22,KL9,K9,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
CLIN.004517,Botswana,Southern Africa,Botswana,59,BT5,2023,NA,134246,245,5586270,1,ST17,KL25,K25,Typeable,O5,O5,Typeable,O5,O5
CLIN.MF1860,Botswana,Southern Africa,Botswana,59,BT5,2023,NA,131668,266,5589712,1,ST17,KL25,K25,Typeable,O5,O5,Typeable,O5,O5
CLIN.MF2876,Botswana,Southern Africa,Botswana,59,BT5,2023,NA,167352,543,5766943,1,ST17,KL25,K25,Typeable,O5,O5,Typeable,O5,O5
CLIN.MF2888,Botswana,Southern Africa,Botswana,59,BT5,2023,NA,167346,258,5592153,1,ST17,KL25,K25,Typeable,O5,O5,Typeable,O5,O5
CLIN.MF2991,Botswana,Southern Africa,Botswana,59,BT5,2023,NA,167339,241,5592069,1,ST17,KL25,K25,Typeable,O5,O5,Typeable,O5,O5
CLIN.MF6891,Botswana,Southern Africa,Botswana,59,BT6,2023,NA,152151,257,5592910,1,ST17,KL25,K25,Typeable,O5,O5,Typeable,O5,O5
CLIN.MF8377,Botswana,Southern Africa,Botswana,59,BT7,2023,NA,138427,283,5587862,1,ST17,KL25,K25,Typeable,O5,O5,Typeable,O5,O5
CLIN.MF9345.1,Botswana,Southern Africa,Botswana,59,BT8,2022,NA,145713,414,5815877,1,ST45,KL24,K24,Typeable,O1/O2v1,O2a,Typeable,O2a,O2a (O1/O2v1)
S4_ftry_aae_z_87,Botswana,Southern Africa,Botswana,59,BT8,2022,NA,145467,50,5162550,0,ST45-1LV,KL24,K24,Untypeable,O1/O2v1,O2a,Typeable,O2a,O2a (O1/O2v1)
CLIN.MF9577,Botswana,Southern Africa,Botswana,59,BT9,2023,NA,152151,259,5592583,1,ST17,KL25,K25,Typeable,O5,O5,Typeable,O5,O5
S29aae_y_4119,Botswana,Southern Africa,Botswana,59,BT10,2023,NA,302910,31,5134694,0,ST1805,KL48,K48,Typeable,O3/O3a,O3/O3a,Typeable,O3/O3a,O3/O3a
S30aae_y_4118,Botswana,Southern Africa,Botswana,59,BT10,2023,NA,143757,60,5039220,0,ST1805-2LV,KL48,K48,Typeable,O3/O3a,O3/O3a,Typeable,O3/O3a,O3/O3a
S36aae_y_4110,Botswana,Southern Africa,Botswana,59,BT11,2022,NA,250932,37,5095905,0,ST1805-1LV,KL48,K48,Typeable,O3/O3a,O3/O3a,Typeable,O3/O3a,O3/O3a
42070_1#103,MLW,Eastern Africa,Malawi,36,ML1,2016,NA,381889,68,5800841,1,ST14,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
42070_1#226,MLW,Eastern Africa,Malawi,36,ML1,2015,NA,363379,87,5803997,1,ST14,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
42070_1#228,MLW,Eastern Africa,Malawi,36,ML1,2015,NA,272334,98,5804603,1,ST14,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
42070_1#230,MLW,Eastern Africa,Malawi,36,ML1,2015,NA,241337,107,5801838,1,ST14,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
42070_2#92,MLW,Eastern Africa,Malawi,36,ML1,2016,NA,345753,77,5805162,1,ST14,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
42070_1#108,MLW,Eastern Africa,Malawi,36,ML2,2017,NA,339422,44,5681627,1,ST39,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
42070_1#110,MLW,Eastern Africa,Malawi,36,ML2,2017,NA,339882,40,5680286,1,ST39,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
42070_1#112,MLW,Eastern Africa,Malawi,36,ML2,2017,NA,339623,42,5680578,1,ST39,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
42070_1#120,MLW,Eastern Africa,Malawi,36,ML2,2017,NA,254033,45,5677650,1,ST39,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
42070_1#122,MLW,Eastern Africa,Malawi,36,ML2,2017,NA,262829,48,5678388,1,ST39,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
42070_1#126,MLW,Eastern Africa,Malawi,36,ML2,2017,NA,326635,44,5680393,1,ST39,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
42070_1#130,MLW,Eastern Africa,Malawi,36,ML2,2017,NA,376900,47,5679472,1,ST39,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
42070_1#40,MLW,Eastern Africa,Malawi,36,ML2,2017,NA,345536,38,5678460,1,ST39,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
42070_1#44,MLW,Eastern Africa,Malawi,36,ML2,2017,NA,326635,38,5678896,1,ST39,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
42070_1#68,MLW,Eastern Africa,Malawi,36,ML2,2017,NA,371916,43,5677650,1,ST39,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
42070_1#72,MLW,Eastern Africa,Malawi,36,ML2,2017,NA,343414,40,5677485,1,ST39,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
42070_1#74,MLW,Eastern Africa,Malawi,36,ML2,2017,NA,372006,42,5679604,1,ST39,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
42070_1#76,MLW,Eastern Africa,Malawi,36,ML2,2017,NA,372174,42,5680060,1,ST39,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
42070_1#80,MLW,Eastern Africa,Malawi,36,ML2,2017,NA,372273,40,5682372,1,ST39,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
42070_1#98,MLW,Eastern Africa,Malawi,36,ML2,2017,NA,326635,41,5677723,1,ST39,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
42070_1#109,MLW,Eastern Africa,Malawi,36,ML3,2016,NA,193148,71,5619355,1,ST25,KL2,K2,Typeable,O1/O2v2,O1ab,Typeable,O1.v2,O1 (O1/O2v2)
42070_1#133,MLW,Eastern Africa,Malawi,36,ML3,2016,NA,202602,77,5616656,1,ST25,KL2,K2,Typeable,O1/O2v2,O1ab,Typeable,O1.v2,O1 (O1/O2v2)
42070_1#141,MLW,Eastern Africa,Malawi,36,ML3,2016,NA,193173,73,5620876,1,ST25,KL2,K2,Typeable,O1/O2v2,O1ab,Typeable,O1.v2,O1 (O1/O2v2)
42070_2#278,MLW,Eastern Africa,Malawi,36,ML3,2016,NA,217011,69,5618129,1,ST25,KL2,K2,Typeable,O1/O2v2,O1ab,Typeable,O1.v2,O1 (O1/O2v2)
42070_1#148,MLW,Eastern Africa,Malawi,36,ML2,2017,NA,375230,40,5679395,1,ST39,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
42070_1#113,MLW,Eastern Africa,Malawi,36,ML4,2017,NA,301289,81,5696188,1,ST14,KL16,K16,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
42070_1#119,MLW,Eastern Africa,Malawi,36,ML4,2017,NA,312078,76,5757446,1,ST14,KL16,K16,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
42070_1#150,MLW,Eastern Africa,Malawi,36,ML4,2017,NA,243607,92,5694954,1,ST14,KL16,K16,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
42070_1#115,MLW,Eastern Africa,Malawi,36,ML2,2017,NA,324570,58,5677063,1,ST39,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
42070_1#121,MLW,Eastern Africa,Malawi,36,ML2,2017,NA,324669,39,5678546,1,ST39,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
42070_1#123,MLW,Eastern Africa,Malawi,36,ML2,2017,NA,345497,45,5679733,1,ST39,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
42070_1#125,MLW,Eastern Africa,Malawi,36,ML2,2017,NA,338091,40,5680530,1,ST39,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
42070_1#127,MLW,Eastern Africa,Malawi,36,ML2,2017,NA,372155,40,5681824,1,ST39,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
42070_1#147,MLW,Eastern Africa,Malawi,36,ML2,2017,NA,339882,42,5680678,1,ST39,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
42070_1#152,MLW,Eastern Africa,Malawi,36,ML2,2017,NA,358284,43,5678363,1,ST39,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
42070_1#154,MLW,Eastern Africa,Malawi,36,ML2,2017,NA,338091,43,5678149,1,ST39,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
42070_1#156,MLW,Eastern Africa,Malawi,36,ML2,2017,NA,441847,38,5678995,1,ST39,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
42070_1#158,MLW,Eastern Africa,Malawi,36,ML2,2017,NA,372271,41,5679468,1,ST39,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
42070_1#178,MLW,Eastern Africa,Malawi,36,ML2,2017,NA,336706,44,5679439,1,ST39,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
42070_1#91,MLW,Eastern Africa,Malawi,36,ML2,2017,NA,372070,40,5679986,1,ST39,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
42139_1#310,MLW,Eastern Africa,Malawi,36,ML2,2017,NA,372055,41,5679709,1,ST39,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
42070_1#160,MLW,Eastern Africa,Malawi,36,ML2,2017,NA,375359,42,5680709,1,ST39,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
42070_1#129,MLW,Eastern Africa,Malawi,36,ML5,2018,NA,285769,69,5696734,1,ST35,KL30,K30,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
42070_2#14,MLW,Eastern Africa,Malawi,36,ML5,2018,NA,304780,80,5696958,1,ST35,KL30,K30,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
42070_2#233,MLW,Eastern Africa,Malawi,36,ML5,2018,NA,292070,61,5695551,1,ST35,KL30,K30,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
42070_2#237,MLW,Eastern Africa,Malawi,36,ML5,2018,NA,350652,67,5697758,1,ST35,KL30,K30,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
42070_2#257,MLW,Eastern Africa,Malawi,36,ML5,2018,NA,290816,65,5700512,1,ST35,KL30,K30,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
42070_2#265,MLW,Eastern Africa,Malawi,36,ML5,2018,NA,350650,88,5699101,1,ST35,KL30,K30,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
42070_2#298,MLW,Eastern Africa,Malawi,36,ML5,2018,NA,308351,70,5700551,1,ST35,KL30,K30,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
42070_2#319,MLW,Eastern Africa,Malawi,36,ML5,2018,NA,350652,68,5700325,1,ST35,KL30,K30,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
42070_2#330,MLW,Eastern Africa,Malawi,36,ML5,2018,NA,350820,70,5701129,1,ST35,KL30,K30,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
42070_2#332,MLW,Eastern Africa,Malawi,36,ML5,2018,NA,290696,68,5702129,1,ST35,KL30,K30,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
42070_2#34,MLW,Eastern Africa,Malawi,36,ML5,2018,NA,380848,73,5702089,1,ST35,KL30,K30,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
42070_2#347,MLW,Eastern Africa,Malawi,36,ML5,2018,NA,350820,59,5695638,1,ST35,KL30,K30,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
42070_2#351,MLW,Eastern Africa,Malawi,36,ML5,2018,NA,289260,72,5700231,1,ST35,KL30,K30,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
42070_1#14,MLW,Eastern Africa,Malawi,36,ML2,2017,NA,328512,43,5679369,1,ST39,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
42070_1#145,MLW,Eastern Africa,Malawi,36,ML6,2017,NA,509815,57,5762598,1,ST14,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
42070_1#177,MLW,Eastern Africa,Malawi,36,ML2,2017,NA,372055,45,5677865,1,ST39,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
42070_1#179,MLW,Eastern Africa,Malawi,36,ML2,2017,NA,345490,46,5678406,1,ST39,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
42070_1#181,MLW,Eastern Africa,Malawi,36,ML2,2017,NA,334915,49,5676622,1,ST39,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
42070_1#183,MLW,Eastern Africa,Malawi,36,ML2,2017,NA,338091,47,5679671,1,ST39,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
42070_1#155,MLW,Eastern Africa,Malawi,36,ML2,2017,NA,280583,42,5679696,1,ST39,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
42070_1#157,MLW,Eastern Africa,Malawi,36,ML2,2017,NA,326635,41,5679715,1,ST39,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
42070_2#245,MLW,Eastern Africa,Malawi,36,ML2,2017,NA,358284,46,5679680,1,ST39,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
42070_2#251,MLW,Eastern Africa,Malawi,36,ML2,2017,NA,345691,41,5678828,1,ST39,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
42070_2#253,MLW,Eastern Africa,Malawi,36,ML2,2017,NA,375302,39,5678085,1,ST39,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
42070_2#277,MLW,Eastern Africa,Malawi,36,ML2,2017,NA,326635,38,5679867,1,ST39,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
42070_2#279,MLW,Eastern Africa,Malawi,36,ML2,2017,NA,375429,34,5679285,1,ST39,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
42070_2#281,MLW,Eastern Africa,Malawi,36,ML2,2017,NA,326635,47,5678556,1,ST39,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
42070_2#283,MLW,Eastern Africa,Malawi,36,ML2,2017,NA,326635,44,5679775,1,ST39,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
42070_2#287,MLW,Eastern Africa,Malawi,36,ML2,2017,NA,375356,44,5680763,1,ST39,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
42070_2#305,MLW,Eastern Africa,Malawi,36,ML2,2017,NA,286131,45,5679169,1,ST39,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
42070_2#309,MLW,Eastern Africa,Malawi,36,ML2,2017,NA,254033,45,5679441,1,ST39,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
42070_2#311,MLW,Eastern Africa,Malawi,36,ML2,2017,NA,327707,41,5679798,1,ST39,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
42070_2#313,MLW,Eastern Africa,Malawi,36,ML2,2017,NA,375357,41,5678907,1,ST39,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
42070_2#59,MLW,Eastern Africa,Malawi,36,ML2,2017,NA,343414,48,5679366,1,ST39,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
42070_2#223,MLW,Eastern Africa,Malawi,36,ML2,2017,NA,429537,42,5678110,1,ST39,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
42070_2#241,MLW,Eastern Africa,Malawi,36,ML2,2017,NA,393675,39,5678775,1,ST39,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
42070_1#162,MLW,Eastern Africa,Malawi,36,ML7,2016,NA,238105,58,5581685,1,ST39,KL23,K23,Typeable,O1/O2v2,O1ab,Typeable,O1.v2,O1 (O1/O2v2)
42070_1#168,MLW,Eastern Africa,Malawi,36,ML8,2016,NA,350154,89,5868333,1,ST14,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
42070_1#173,MLW,Eastern Africa,Malawi,36,ML9,2019,NA,441296,48,5588366,1,ST14,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
42070_2#144,MLW,Eastern Africa,Malawi,36,ML9,2019,NA,440256,46,5589153,1,ST14,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
42070_2#162,MLW,Eastern Africa,Malawi,36,ML9,2019,NA,353501,73,5584329,1,ST14,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
42070_2#194,MLW,Eastern Africa,Malawi,36,ML9,2019,NA,438714,49,5587657,1,ST14,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
42070_2#202,MLW,Eastern Africa,Malawi,36,ML9,2019,NA,333402,61,5590366,1,ST14,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
42070_2#204,MLW,Eastern Africa,Malawi,36,ML9,2019,NA,441119,47,5586747,1,ST14,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
42070_2#208,MLW,Eastern Africa,Malawi,36,ML9,2019,NA,412458,43,5577715,0,ST14,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
42070_2#320,MLW,Eastern Africa,Malawi,36,ML9,2019,NA,353778,57,5586047,1,ST14,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
42070_1#175,MLW,Eastern Africa,Malawi,36,ML10,2018,NA,381706,44,5636567,1,ST1552,KL25,K25,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
42070_1#18,MLW,Eastern Africa,Malawi,36,ML11,2018,NA,371595,36,5536366,1,ST14,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
42070_1#187,MLW,Eastern Africa,Malawi,36,ML12,2019,NA,549281,33,5321987,1,ST584,KL9,Capsule null,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
42070_1#189,MLW,Eastern Africa,Malawi,36,ML12,2019,NA,424594,36,5323244,1,ST584,KL9,Capsule null,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
42070_1#219,MLW,Eastern Africa,Malawi,36,ML12,2018,NA,424594,31,5322256,1,ST584,KL9,Capsule null,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
42070_1#221,MLW,Eastern Africa,Malawi,36,ML12,2018,NA,460030,32,5323147,1,ST584,KL9,Capsule null,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
42070_1#243,MLW,Eastern Africa,Malawi,36,ML12,2018,NA,424594,36,5320647,1,ST584,KL9,Capsule null,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
42070_1#247,MLW,Eastern Africa,Malawi,36,ML12,2018,NA,465097,31,5321403,1,ST584,KL9,Capsule null,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
42070_1#31,MLW,Eastern Africa,Malawi,36,ML12,2018,NA,424592,34,5321524,1,ST584,KL9,Capsule null,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
42070_1#57,MLW,Eastern Africa,Malawi,36,ML12,2018,NA,465092,38,5320564,1,ST584,KL9,Capsule null,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
42070_1#61,MLW,Eastern Africa,Malawi,36,ML12,2018,NA,424594,36,5321587,1,ST584,KL9,Capsule null,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
42070_1#83,MLW,Eastern Africa,Malawi,36,ML12,2018,NA,562267,29,5320566,1,ST584,KL9,Capsule null,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
42139_1#286,MLW,Eastern Africa,Malawi,36,ML12,2019,NA,480220,64,5442367,1,ST584,KL9,Capsule null,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
42070_1#191,MLW,Eastern Africa,Malawi,36,ML13,2019,NA,152530,137,5916159,1,ST540,KL9,K9,Typeable,O1/O2v2,O1ab,Typeable,O1.v2,O1 (O1/O2v2)
42070_1#197,MLW,Eastern Africa,Malawi,36,ML14,2018,NA,328411,60,5556902,1,ST307,KL102,unknown (KL102),Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
42070_1#196,MLW,Eastern Africa,Malawi,36,ML15,2016,NA,982169,36,5522615,1,ST76,KL10,K10,Typeable,O3/O3a,O3/O3a,Typeable,O3/O3a,O3/O3a
42070_1#201,MLW,Eastern Africa,Malawi,36,ML16,2018,NA,378152,49,5677299,0,ST307,KL102,unknown (KL102),Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
42070_1#203,MLW,Eastern Africa,Malawi,36,ML16,2018,NA,360206,53,5680350,0,ST307,KL102,unknown (KL102),Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
42070_1#211,MLW,Eastern Africa,Malawi,36,ML9,2019,NA,344532,50,5585036,1,ST14,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
42070_1#325,MLW,Eastern Africa,Malawi,36,ML9,2019,NA,420482,53,5586306,1,ST14,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
42070_1#345,MLW,Eastern Africa,Malawi,36,ML9,2019,NA,300614,73,5583751,1,ST14,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
42070_1#353,MLW,Eastern Africa,Malawi,36,ML9,2019,NA,353778,53,5586324,1,ST14,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
42070_1#22,MLW,Eastern Africa,Malawi,36,ML17,2018,NA,285472,92,5690745,1,ST35,KL30,K30,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
42070_1#28,MLW,Eastern Africa,Malawi,36,ML17,2018,NA,330084,141,5722240,1,ST35,KL30,K30,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
42070_1#339,MLW,Eastern Africa,Malawi,36,ML17,2018,NA,402402,67,5700624,1,ST35,KL30,K30,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
42070_1#363,MLW,Eastern Africa,Malawi,36,ML17,2018,NA,290824,68,5702253,1,ST35,KL30,K30,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
42070_1#52,MLW,Eastern Africa,Malawi,36,ML17,2018,NA,313148,105,5697879,1,ST35,KL30,K30,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
42070_1#236,MLW,Eastern Africa,Malawi,36,ML1,2015,NA,367361,79,5797909,1,ST14,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
42070_1#227,MLW,Eastern Africa,Malawi,36,ML18,2018,NA,241866,56,5676618,1,ST39,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
42070_1#231,MLW,Eastern Africa,Malawi,36,ML18,2018,NA,334915,53,5727485,1,ST39,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
42070_1#235,MLW,Eastern Africa,Malawi,36,ML19,2018,NA,384847,37,5527137,1,ST307,KL102,unknown (KL102),Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
