Genome Name	Study	Region	Country	Cluster	neonatal	Year	N50	contig_count	total_size	resistance_score	K_locus	K_type	K_locus_confidence	O_locus	O_type	O_locus_confidence	species	ST	Mortality	O_genotype	Site	O_locus_variant	Cluster7	Cluster14	Cluster56	Cluster365	Cluster1SNP	Cluster2SNP	Cluster3SNP	Cluster5SNP	Cluster10SNP	Cluster15SNP	Cluster20SNP	Cluster25SNP	Cluster50SNP	BioSample
BG32	BabyGERMS	Southern Africa	South Africa	BG42	neonate	2019	355557	57	5671113	2	KL102	unknown (KL102)	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST307	NA	O2β	27	O2afg (O1/O2v2)	BG53	BG47	BG33	BG29	BG52	BG50	BG49	BG44	BG42	BG42	BG42	BG42	BG42	SAMN24865944
BG377	BabyGERMS	Southern Africa	South Africa	BG44	neonate	2019	427594	60	5847882	1	KL25	K25	Typeable	O5	O5	Typeable	Klebsiella pneumoniae	ST17	0	O5	29	O5	BG64	BG57	BG42	BG37	BG62	BG52	BG51	BG46	BG44	BG44	BG44	BG44	BG44	SAMN24865834
BG379	BabyGERMS	Southern Africa	South Africa	BG44	neonate	2019	351258	57	5697742	1	KL25	K25	Typeable	O5	O5	Typeable	Klebsiella pneumoniae	ST17	0	O5	29	O5	BG64	BG57	BG42	BG37	BG54	BG52	BG51	BG46	BG44	BG44	BG44	BG44	BG44	SAMN24865835
BG383	BabyGERMS	Southern Africa	South Africa	BG44	neonate	2019	427259	64	5691887	1	KL25	K25	Typeable	O5	O5	Typeable	Klebsiella pneumoniae	ST17	0	O5	29	O5	BG64	BG57	BG42	BG37	BG54	BG52	BG51	BG46	BG44	BG44	BG44	BG44	BG44	SAMN24865838
BG332	BabyGERMS	Southern Africa	South Africa	BG45	neonate	2019	510912	31	5609484	1	KL151	unknown (KL151)	Typeable	O4	O4	Typeable	Klebsiella pneumoniae	ST405	NA	O4	28	O4	BG56	BG50	BG43	BG38	BG55	BG53	BG52	BG47	BG45	BG45	BG45	BG45	BG45	SAMN24865820
BG337	BabyGERMS	Southern Africa	South Africa	BG45	neonate	2019	215894	55	5603535	1	KL151	unknown (KL151)	Typeable	O4	O4	Typeable	Klebsiella pneumoniae	ST405	1	O4	28	O4	BG58	BG50	BG43	BG38	BG55	BG53	BG52	BG47	BG45	BG45	BG45	BG45	BG45	SAMN24865822
BG375	BabyGERMS	Southern Africa	South Africa	BG45	neonate	2019	483972	31	5610609	1	KL151	unknown (KL151)	Typeable	O4	O4	Typeable	Klebsiella pneumoniae	ST405	0	O4	28	O4	BG56	BG50	BG43	BG38	BG55	BG53	BG52	BG47	BG45	BG45	BG45	BG45	BG45	SAMN24865833
BG382	BabyGERMS	Southern Africa	South Africa	BG45	neonate	2019	104863	103	5596292	1	KL151	unknown (KL151)	Typeable	O4	O4	Typeable	Klebsiella pneumoniae	ST405	1	O4	28	O4	BG56	BG50	BG43	BG38	BG55	BG53	BG52	BG47	BG45	BG45	BG45	BG45	BG45	SAMN24865837
BG387	BabyGERMS	Southern Africa	South Africa	BG45	neonate	2019	510912	31	5608988	1	KL151	unknown (KL151)	Typeable	O4	O4	Typeable	Klebsiella pneumoniae	ST405	0	O4	28	O4	BG56	BG50	BG43	BG38	BG55	BG53	BG52	BG47	BG45	BG45	BG45	BG45	BG45	SAMN24865839
BG421	BabyGERMS	Southern Africa	South Africa	BG45	neonate	2019	510912	30	5610757	1	KL151	unknown (KL151)	Typeable	O4	O4	Typeable	Klebsiella pneumoniae	ST405	0	O4	28	O4	BG56	BG50	BG43	BG38	BG55	BG53	BG52	BG47	BG45	BG45	BG45	BG45	BG45	SAMN24865847
BG333	BabyGERMS	Southern Africa	South Africa	BG46	neonate	2019	277004	481	6187715	1	KL146	unknown (KL146)	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST1401	NA	O2β	28	O2afg (O1/O2v2)	BG57	BG51	BG44	BG39	BG56	BG54	BG53	BG48	BG46	BG46	BG46	BG46	BG46	SAMN24865821
BG344	BabyGERMS	Southern Africa	South Africa	BG47	neonate	2019	370004	44	5547262	1	KL25	K25	Typeable	O5	O5	Typeable	Klebsiella pneumoniae	ST17	0	O5	32	O5	BG59	BG52	BG45	BG40	BG57	BG55	BG54	BG49	BG47	BG47	BG47	BG47	BG47	SAMN24865826
BG353	BabyGERMS	Southern Africa	South Africa	BG48	neonate	2019	485684	39	5281489	1	KL30	K30	Typeable	O1/O2v2	O1ab	Typeable	Klebsiella pneumoniae	ST29	1	O1⍺β,2β	31	O1 (O1/O2v2)	BG60	BG53	BG46	BG41	BG58	BG56	BG55	BG50	BG48	BG48	BG48	BG48	BG48	SAMN24865828
BG361	BabyGERMS	Southern Africa	South Africa	BG49	neonate	2019	216078	58	5564511	1	KL102	unknown (KL102)	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST307	0	O2β	32	O2afg (O1/O2v2)	BG61	BG54	BG47	BG42	BG59	BG57	BG56	BG51	BG49	BG49	BG49	BG49	BG49	SAMN24865830
BG370	BabyGERMS	Southern Africa	South Africa	BG50	neonate	2019	305633	64	5698553	1	KL62	K62	Typeable	O1/O2v1	O1ab	Typeable	Klebsiella pneumoniae	ST348	1	O1⍺β,2⍺	30	O1 (O1/O2v1)	BG62	BG55	BG7	BG7	BG60	BG58	BG57	BG52	BG50	BG50	BG50	BG50	BG50	SAMN24865831
BG392	BabyGERMS	Southern Africa	South Africa	BG50	neonate	2019	266980	71	5692010	1	KL62	K62	Typeable	O1/O2v1	O1ab	Typeable	Klebsiella pneumoniae	ST348	0	O1⍺β,2⍺	30	O1 (O1/O2v1)	BG65	BG55	BG7	BG7	BG60	BG58	BG57	BG52	BG50	BG50	BG50	BG50	BG50	SAMN24865840
BG374	BabyGERMS	Southern Africa	South Africa	BG51	neonate	2019	384978	52	5500035	1	KL25	K25	Typeable	O1/O2v1	O1ab	Typeable	Klebsiella pneumoniae	ST607	0	O1⍺β,2⍺	31	O1 (O1/O2v1)	BG63	BG56	BG48	BG4	BG61	BG59	BG58	BG53	BG51	BG51	BG51	BG51	BG51	SAMN24865832
BG458	BabyGERMS	Southern Africa	South Africa	BG51	neonate	2019	684352	46	5541498	1	KL25	K25	Typeable	O1/O2v1	O1ab	Typeable	Klebsiella pneumoniae	ST607	0	O1⍺β,2⍺	31	O1 (O1/O2v1)	BG79	BG70	BG48	BG4	BG73	BG70	BG69	BG53	BG51	BG51	BG51	BG51	BG51	SAMN24865866
BG435	BabyGERMS	Southern Africa	South Africa	BG44	neonate	2020	427813	55	5391246	1	KL25	K25	Typeable	O5	O5	Typeable	Klebsiella pneumoniae	ST17	0	O5	29	O5	BG70	BG62	BG42	BG37	BG54	BG52	BG51	BG46	BG44	BG44	BG44	BG44	BG44	SAMN24865851
BG402	BabyGERMS	Southern Africa	South Africa	BG52	neonate	2019	355742	58	5334764	0	KL17	K17	Typeable	O1/O2v1	O1ab	Typeable	Klebsiella pneumoniae	ST870	0	O1⍺β,2⍺	29	O1 (O1/O2v1)	BG66	BG58	BG49	BG43	BG63	BG60	BG59	BG54	BG52	BG52	BG52	BG52	BG52	SAMN24865844
BG405	BabyGERMS	Southern Africa	South Africa	BG53	neonate	2020	230183	50	5408813	0	KL24	K24	Typeable	O1/O2v1	O2a	Typeable	Klebsiella pneumoniae	ST45	1	O2⍺	27	O2a (O1/O2v1)	BG67	BG59	BG50	BG44	BG64	BG61	BG60	BG55	BG53	BG53	BG53	BG53	BG53	SAMN24865959
BG441	BabyGERMS	Southern Africa	South Africa	BG45	neonate	2020	524406	35	5653377	1	KL151	unknown (KL151)	Typeable	O4	O4	Typeable	Klebsiella pneumoniae	ST405	0	O4	28	O4	BG71	BG63	BG43	BG38	BG55	BG53	BG52	BG47	BG45	BG45	BG45	BG45	BG45	SAMN24865854
BG442	BabyGERMS	Southern Africa	South Africa	BG56	neonate	2019	193030	58	5644755	2	KL2	K2	Typeable	O1/O2v2	O1ab	Typeable	Klebsiella pneumoniae	ST25	1	O1⍺β,2β	27	O1 (O1/O2v2)	BG72	BG64	BG53	BG8	BG67	BG64	BG63	BG58	BG56	BG56	BG56	BG56	BG56	SAMN24865855
BG443	BabyGERMS	Southern Africa	South Africa	BG57	neonate	2020	336685	62	5643465	3	KL25	K25	Typeable	O5	O5	Typeable	Klebsiella pneumoniae	ST17	NA	O5	30	O5	BG73	BG65	BG54	BG24	BG68	BG65	BG64	BG59	BG57	BG57	BG57	BG57	BG57	SAMN24865856
BG444	BabyGERMS	Southern Africa	South Africa	BG57	neonate	2020	358836	68	5638915	2	KL25	K25	Typeable	O5	O5	Typeable	Klebsiella pneumoniae	ST17	NA	O5	30	O5	BG73	BG65	BG54	BG24	BG68	BG65	BG64	BG59	BG57	BG57	BG57	BG57	BG57	SAMN24865857
BG533	BabyGERMS	Southern Africa	South Africa	BG57	neonate	2020	224995	170	5644480	3	KL25	K25	Typeable	O5	O5	Typeable	Klebsiella pneumoniae	ST17	NA	O5	30	O5	BG73	BG65	BG54	BG24	BG83	BG65	BG64	BG59	BG57	BG57	BG57	BG57	BG57	SAMN24865881
BG453	BabyGERMS	Southern Africa	South Africa	BG58	neonate	2020	144039	118	5762844	0	KL10	Capsule null	Typeable	O1/O2v2	O1ab	Typeable	Klebsiella pneumoniae	ST1079	NA	O1⍺β,2β	29	O1 (O1/O2v2)	BG75	BG66	BG55	BG47	BG69	BG66	BG65	BG60	BG58	BG58	BG58	BG58	BG58	SAMN24865863
BG454	BabyGERMS	Southern Africa	South Africa	BG59	neonate	2020	402105	40	5367278	1	KL17	K17	Typeable	O1/O2v1	O1ab	Typeable	Klebsiella pneumoniae	ST464	0	O1⍺β,2⍺	29	O1 (O1/O2v1)	BG76	BG67	BG56	BG48	BG70	BG67	BG66	BG61	BG59	BG59	BG59	BG59	BG59	SAMN24865864
BG455	BabyGERMS	Southern Africa	South Africa	BG60	neonate	2020	334554	43	5571330	1	KL2	K2	Typeable	O1/O2v1	O1ab	Typeable	Klebsiella pneumoniae	ST39	NA	O1⍺β,2⍺	32	O1 (O1/O2v1)	BG77	BG68	BG57	BG49	BG71	BG68	BG67	BG62	BG60	BG60	BG60	BG60	BG60	SAMN24865865
BG456	BabyGERMS	Southern Africa	South Africa	BG61	neonate	2020	387693	44	5345619	1	KL25	K25	Typeable	O5	O5	Typeable	Klebsiella pneumoniae	ST17	1	O5	32	O5	BG78	BG69	BG58	BG50	BG72	BG69	BG68	BG63	BG61	BG61	BG61	BG61	BG61	TBC
BG463	BabyGERMS	Southern Africa	South Africa	BG62	neonate	2020	94391	148	5564432	1	KL25	K25	Typeable	O1/O2v1	O1ab	Typeable	Klebsiella pneumoniae	ST607	NA	O1⍺β,2⍺	28	O1 (O1/O2v1)	BG80	BG71	BG59	BG20	BG74	BG71	BG70	BG64	BG62	BG62	BG62	BG62	BG62	SAMN24865869
BG465	BabyGERMS	Southern Africa	South Africa	BG63	neonate	2020	129190	84	5534208	1	KL39	K39	Typeable	O1/O2v2	O1ab	Typeable	Klebsiella pneumoniae	ST985	0	O1⍺β,2β	29	O1 (O1/O2v2)	BG81	BG72	BG60	BG51	BG75	BG72	BG71	BG65	BG63	BG63	BG63	BG63	BG63	SAMN24865870
BG470	BabyGERMS	Southern Africa	South Africa	BG64	neonate	2020	108701	114	5457156	0	KL122	unknown (KL122)	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST17	0	O2β	28	O2afg (O1/O2v2)	BG82	BG73	BG61	BG52	BG76	BG73	BG72	BG66	BG64	BG64	BG64	BG64	BG64	SAMN24865872
BG473	BabyGERMS	Southern Africa	South Africa	BG65	neonate	2020	126497	109	5377224	1	KL110	unknown (KL110)	Typeable	O3b	O3b	Typeable	Klebsiella pneumoniae	ST1119	0	O3𝛾	32	O3b	BG83	BG74	BG62	BG53	BG77	BG74	BG73	BG67	BG65	BG65	BG65	BG65	BG65	SAMN24865873
BG474	BabyGERMS	Southern Africa	South Africa	BG65	neonate	2020	90938	135	5363802	1	KL110	unknown (KL110)	Typeable	O3b	O3b	Typeable	Klebsiella pneumoniae	ST1119	0	O3𝛾	32	O3b	BG83	BG74	BG62	BG53	BG77	BG74	BG73	BG67	BG65	BG65	BG65	BG65	BG65	SAMN24865874
BG475	BabyGERMS	Southern Africa	South Africa	BG66	neonate	2020	105051	111	5478969	0	KL16	K16	Typeable	O1/O2v1	O1ab	Typeable	Klebsiella pneumoniae	ST14	0	O1⍺β,2⍺	32	O1 (O1/O2v1)	BG84	BG75	BG63	BG54	BG78	BG75	BG74	BG68	BG66	BG66	BG66	BG66	BG66	SAMN24865875
BG515	BabyGERMS	Southern Africa	South Africa	BG67	neonate	2020	140223	111	5249421	0	KL125	unknown (KL125)	Typeable	O3/O3a	O3/O3a	Typeable	Klebsiella pneumoniae	ST2597	1	O3⍺/O3β	28	O3/O3a	BG85	BG76	BG64	BG55	BG79	BG76	BG75	BG69	BG67	BG67	BG67	BG67	BG67	SAMN24865877
BG517	BabyGERMS	Southern Africa	South Africa	BG68	neonate	2020	158913	90	5656133	1	KL151	unknown (KL151)	Typeable	O4	O4	Typeable	Klebsiella pneumoniae	ST405	0	O4	28	O4	BG86	BG77	BG43	BG38	BG80	BG77	BG76	BG70	BG68	BG68	BG68	BG68	BG68	SAMN24865878
BG521	BabyGERMS	Southern Africa	South Africa	BG70	neonate	2020	234753	89	5536262	0	KL30	K30	Typeable	O1/O2v1	O1ab	Typeable	Klebsiella pneumoniae	ST198	1	O1⍺β,2⍺	29	O1 (O1/O2v1)	BG88	BG79	BG66	BG57	BG82	BG79	BG78	BG72	BG70	BG70	BG70	BG70	BG70	SAMN24865880
BG540	BabyGERMS	Southern Africa	South Africa	BG71	neonate	2020	73398	124	5454802	2	KL25	K25	Typeable	O5	O5	Typeable	Klebsiella pneumoniae	ST2621	NA	O5	30	O5	BG90	BG80	BG67	BG24	BG84	BG80	BG79	BG73	BG71	BG57	BG57	BG57	BG57	SAMN24865884
BG541	BabyGERMS	Southern Africa	South Africa	BG72	neonate	2020	22225	485	5593745	3	KL149	unknown (KL149)	Typeable	O1/O2v2	O1ab	Typeable	Klebsiella pneumoniae	ST39	1	O1⍺β,2β	29	O1 (O1/O2v2)	BG91	BG81	BG68	BG58	BG85	BG81	BG80	BG74	BG72	BG71	BG71	BG71	BG71	SAMN24865885
BG555	BabyGERMS	Southern Africa	South Africa	BG73	neonate	2020	75653	138	5581589	2	KL102	unknown (KL102)	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST307	NA	O2β	31	O2afg (O1/O2v2)	BG92	BG82	BG69	BG59	BG86	BG82	BG81	BG75	BG73	BG72	BG72	BG72	BG72	SAMN24865887
BG564	BabyGERMS	Southern Africa	South Africa	BG75	neonate	2020	263577	86	5546512	1	KL9	K9	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST22	NA	O2β	29	O2afg (O1/O2v2)	BG94	BG84	BG71	BG5	BG88	BG84	BG83	BG77	BG75	BG74	BG74	BG74	BG74	SAMN24865889
BG566	BabyGERMS	Southern Africa	South Africa	BG77	neonate	2020	171546	146	5584452	1	KL149	unknown (KL149)	Typeable	O1/O2v2	O1ab	Typeable	Klebsiella pneumoniae	ST39	1	O1⍺β,2β	30	O1 (O1/O2v2)	BG96	BG86	BG73	BG34	BG90	BG86	BG85	BG79	BG77	BG76	BG76	BG76	BG76	SAMN24865891
BG661	BabyGERMS	Southern Africa	South Africa	BG77	neonate	2020	196425	117	5656321	2	KL149	unknown (KL149)	Typeable	O1/O2v2	O1ab	Typeable	Klebsiella pneumoniae	ST39	NA	O1⍺β,2β	30	O1 (O1/O2v2)	BG100	BG86	BG73	BG34	BG95	BG91	BG90	BG80	BG77	BG76	BG76	BG76	BG76	SAMN24865899
BG662	BabyGERMS	Southern Africa	South Africa	BG77	neonate	2020	196425	117	5656321	2	KL149	unknown (KL149)	Typeable	O1/O2v2	O1ab	Typeable	Klebsiella pneumoniae	ST39	1	O1⍺β,2β	30	O1 (O1/O2v2)	BG100	BG86	BG73	BG34	BG95	BG91	BG90	BG80	BG77	BG76	BG76	BG76	BG76	TBC
BG767	BabyGERMS	Southern Africa	South Africa	BG77	neonate	2020	180578	183	5809903	2	KL149	unknown (KL149)	Typeable	O1/O2v2	O1ab	Typeable	Klebsiella pneumoniae	ST39	0	O1⍺β,2β	30	O1 (O1/O2v2)	BG100	BG86	BG73	BG34	BG102	BG98	BG97	BG90	BG77	BG76	BG76	BG76	BG76	TBC
BG774	BabyGERMS	Southern Africa	South Africa	BG77	neonate	2020	180578	183	5809903	2	KL149	unknown (KL149)	Typeable	O1/O2v2	O1ab	Typeable	Klebsiella pneumoniae	ST39	0	O1⍺β,2β	30	O1 (O1/O2v2)	BG107	BG86	BG73	BG34	BG102	BG98	BG97	BG90	BG77	BG76	BG76	BG76	BG76	SAMN24865909
BG594	BabyGERMS	Southern Africa	South Africa	BG78	neonate	2020	240532	133	5616556	1	KL25	K25	Typeable	O5	O5	Typeable	Klebsiella pneumoniae	ST17	0	O5	28	O5	BG97	BG87	BG74	BG31	BG92	BG88	BG87	BG81	BG78	BG77	BG77	BG77	BG77	SAMN24865895
BG64	BabyGERMS	Southern Africa	South Africa	BG79	neonate	2019	739135	46	5790771	1	KL39	K39	Typeable	O1/O2v2	O1ab	Typeable	Klebsiella pneumoniae	ST985	1	O1⍺β,2β	29	O1 (O1/O2v2)	BG98	BG88	BG75	BG62	BG93	BG89	BG88	BG82	BG79	BG78	BG78	BG78	BG78	SAMN24865896
BG65	BabyGERMS	Southern Africa	South Africa	BG80	neonate	2019	382885	42	5555916	1	KL54	K54	Typeable	O1/O2v2	O1ab	Typeable	Klebsiella pneumoniae	ST711	0	O1⍺β,2β	30	O1 (O1/O2v2)	BG99	BG89	BG76	BG63	BG94	BG90	BG89	BG83	BG80	BG79	BG79	BG79	BG79	SAMN24865897
BG668	BabyGERMS	Southern Africa	South Africa	BG81	neonate	2020	118849	175	5611203	1	KL8	K8	Typeable	O1/O2v1	O1ab	Typeable	Klebsiella pneumoniae	ST1414	NA	O1⍺β,2⍺	31	O1 (O1/O2v1)	BG101	BG90	BG77	BG36	BG96	BG92	BG91	BG84	BG81	BG80	BG80	BG80	BG80	SAMN24865900
BG670	BabyGERMS	Southern Africa	South Africa	BG82	neonate	2020	194224	109	5679057	1	KL2	K2	Typeable	O1/O2v1	O1ab	Typeable	Klebsiella pneumoniae	ST39	NA	O1⍺β,2⍺	31	O1 (O1/O2v1)	BG102	BG91	BG78	BG64	BG97	BG93	BG92	BG85	BG82	BG81	BG81	BG81	BG81	SAMN24865901
BG678	BabyGERMS	Southern Africa	South Africa	BG83	neonate	2020	275221	79	5532688	1	KL2	K2	Typeable	O1/O2v1	O1ab	Typeable	Klebsiella pneumoniae	ST14	0	O1⍺β,2⍺	29	O1 (O1/O2v1)	BG103	BG92	BG79	BG26	BG98	BG94	BG93	BG86	BG83	BG82	BG82	BG82	BG82	SAMN24865902
BG710	BabyGERMS	Southern Africa	South Africa	BG84	neonate	2019	64625	188	5728323	2	KL149	unknown (KL149)	Typeable	O4	O4	Typeable	Klebsiella pneumoniae	ST152	0	O4	28	O4	BG104	BG93	BG80	BG65	BG99	BG95	BG94	BG87	BG84	BG83	BG83	BG83	BG83	SAMN24865904
BG72	BabyGERMS	Southern Africa	South Africa	BG85	neonate	2019	477180	41	5481993	1	KL25	K25	Typeable	O5	O5	Typeable	Klebsiella pneumoniae	ST3184	1	O5	32	O5	BG105	BG94	BG81	BG66	BG100	BG96	BG95	BG88	BG85	BG84	BG84	BG84	BG84	SAMN24865905
BG74	BabyGERMS	Southern Africa	South Africa	BG86	neonate	2019	184509	80	5705842	2	KL17	K17	Typeable	O1/O2v1	O1ab	Typeable	Klebsiella pneumoniae	ST101	1	O1⍺β,2⍺	32	O1 (O1/O2v1)	BG106	BG95	BG82	BG67	BG101	BG97	BG96	BG89	BG86	BG85	BG85	BG85	BG85	SAMN24865907
BG780	BabyGERMS	Southern Africa	South Africa	BG87	neonate	2020	381333	62	5442150	0	KL8	K8	Typeable	O1/O2v1	O1ab	Typeable	Klebsiella pneumoniae	ST542	0	O1⍺β,2⍺	30	O1 (O1/O2v1)	BG108	BG96	BG83	BG68	BG103	BG99	BG98	BG91	BG87	BG86	BG86	BG86	BG86	SAMN24865911
BG948	BabyGERMS	Southern Africa	South Africa	BG92	neonate	2020	176370	124	5629926	1	KL25	K25	Typeable	O1/O2v1	O1ab	Typeable	Klebsiella pneumoniae	ST1552	NA	O1⍺β,2⍺	29	O1 (O1/O2v1)	BG114	BG102	BG87	BG21	BG108	BG104	BG103	BG96	BG92	BG91	BG91	BG91	BG91	SAMN24865923
BG952	BabyGERMS	Southern Africa	South Africa	BG93	neonate	2020	206899	111	5511546	1	KL149	unknown (KL149)	Typeable	O1/O2v2	O1ab	Typeable	Klebsiella pneumoniae	ST39	NA	O1⍺β,2β	31	O1 (O1/O2v2)	BG115	BG103	BG88	BG71	BG109	BG105	BG104	BG97	BG93	BG92	BG92	BG92	BG92	SAMN24865926
BG984	BabyGERMS	Southern Africa	South Africa	BG94	neonate	2020	258744	97	5667785	1	KL25	K25	Typeable	O5	O5	Typeable	Klebsiella pneumoniae	ST17	0	O5	28	O5	BG116	BG104	BG74	BG31	BG110	BG106	BG105	BG98	BG94	BG93	BG93	BG93	BG93	TBC
BG987	BabyGERMS	Southern Africa	South Africa	BG96	neonate	2020	185040	123	5576441	2	KL149	unknown (KL149)	Typeable	O1/O2v2	O1ab	Typeable	Klebsiella pneumoniae	ST39	1	O1⍺β,2β	27	O1 (O1/O2v2)	BG118	BG106	BG89	BG72	BG112	BG108	BG107	BG100	BG96	BG95	BG95	BG95	BG95	SAMN24865930
BG381	BabyGERMS	Southern Africa	South Africa	BGBG381	neonate	2019	491150	32	5610266	1	KL151	unknown (KL151)	Typeable	O4	O4	Typeable	Klebsiella pneumoniae	ST405	0	O4	28	O4	BGBG381	BGBG381	BGBG381	BGBG381	BGBG381	BGBG381	BGBG381	BGBG381	BGBG381	BGBG381	BGBG381	BGBG381	BGBG381	SAMN24865836
BG580	BabyGERMS	Southern Africa	South Africa	BGBG580	neonate	2020	175150	112	5436433	0	KL102	unknown (KL102)	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST36	0	O2β	32	O2afg (O1/O2v2)	BGBG580	BGBG580	BGBG580	BGBG580	BGBG580	BGBG580	BGBG580	BGBG580	BGBG580	BGBG580	BGBG580	BGBG580	BGBG580	SAMN24865893
BG770	BabyGERMS	Southern Africa	South Africa	BGBG770	neonate	2020	209697	88	5546382	1	KL9	K9	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST22	0	O2β	29	O2afg (O1/O2v2)	BGBG770	BGBG770	BGBG770	BGBG770	BGBG770	BGBG770	BGBG770	BGBG770	BGBG770	BGBG770	BGBG770	BGBG770	BGBG770	SAMN24865908
CLIN.003293	NIMBIplus	Southern Africa	Botswana	BT1	neonate	2023	111503	312	5465947	0	KL8	K8	Typeable	O1/O2v1	O1ab	Typeable	Klebsiella pneumoniae	ST1414	NA	O1⍺β,2⍺	59	O1 (O1/O2v1)	BT1	BT1	BT1	BT1	BT1	BT1	BT1	BT1	BT1	BT1	BT1	BT1	BT1	SAMN48851748
CLIN.003477	NIMBIplus	Southern Africa	Botswana	BT1	neonate	2023	111601	338	5465500	0	KL8	K8	Typeable	O1/O2v1	O1ab	Typeable	Klebsiella pneumoniae	ST1414	NA	O1⍺β,2⍺	59	O1 (O1/O2v1)	BT1	BT1	BT1	BT1	BT1	BT1	BT1	BT1	BT1	BT1	BT1	BT1	BT1	SAMN48851749
CLIN.004272	NIMBIplus	Southern Africa	Botswana	BT1	neonate	2023	105235	336	5467072	0	KL8	K8	Typeable	O1/O2v1	O1ab	Typeable	Klebsiella pneumoniae	ST1414	NA	O1⍺β,2⍺	59	O1 (O1/O2v1)	BT2	BT1	BT1	BT1	BT1	BT1	BT1	BT1	BT1	BT1	BT1	BT1	BT1	SAMN48851750
CLIN.MF1900	NIMBIplus	Southern Africa	Botswana	BT1	neonate	2023	109165	327	5467030	0	KL8	K8	Typeable	O1/O2v1	O1ab	Typeable	Klebsiella pneumoniae	ST1414	NA	O1⍺β,2⍺	59	O1 (O1/O2v1)	BT1	BT1	BT1	BT1	BT1	BT1	BT1	BT1	BT1	BT1	BT1	BT1	BT1	SAMN48851751
CLIN.MF1982	NIMBIplus	Southern Africa	Botswana	BT1	neonate	2023	99245	317	5464874	0	KL8	K8	Typeable	O1/O2v1	O1ab	Typeable	Klebsiella pneumoniae	ST1414	NA	O1⍺β,2⍺	59	O1 (O1/O2v1)	BT1	BT1	BT1	BT1	BT1	BT1	BT1	BT1	BT1	BT1	BT1	BT1	BT1	SAMN48851752
CLIN.MF2033	NIMBIplus	Southern Africa	Botswana	BT1	neonate	2023	111503	331	5466402	0	KL8	K8	Typeable	O1/O2v1	O1ab	Typeable	Klebsiella pneumoniae	ST1414	NA	O1⍺β,2⍺	59	O1 (O1/O2v1)	BT1	BT1	BT1	BT1	BT1	BT1	BT1	BT1	BT1	BT1	BT1	BT1	BT1	SAMN48851753
CLIN.MF2551	NIMBIplus	Southern Africa	Botswana	BT1	neonate	2023	105235	336	5467657	0	KL8	K8	Typeable	O1/O2v1	O1ab	Typeable	Klebsiella pneumoniae	ST1414	NA	O1⍺β,2⍺	59	O1 (O1/O2v1)	BT2	BT1	BT1	BT1	BT1	BT1	BT1	BT1	BT1	BT1	BT1	BT1	BT1	SAMN48851754
CLIN.MF2743	NIMBIplus	Southern Africa	Botswana	BT1	neonate	2023	111503	344	5466636	0	KL8	K8	Typeable	O1/O2v1	O1ab	Typeable	Klebsiella pneumoniae	ST1414	NA	O1⍺β,2⍺	59	O1 (O1/O2v1)	BT2	BT1	BT1	BT1	BT1	BT1	BT1	BT1	BT1	BT1	BT1	BT1	BT1	SAMN48851755
CLIN.MF2876	NIMBIplus	Southern Africa	Botswana	BT1	neonate	2023	111503	336	5467717	0	KL8	K8	Typeable	O1/O2v1	O1ab	Typeable	Klebsiella pneumoniae	ST1414	NA	O1⍺β,2⍺	59	O1 (O1/O2v1)	BT2	BT1	BT1	BT1	BT1	BT1	BT1	BT1	BT1	BT1	BT1	BT1	BT1	SAMN48851756
CLIN.MF2888	NIMBIplus	Southern Africa	Botswana	BT1	neonate	2023	111503	326	5466820	0	KL8	K8	Typeable	O1/O2v1	O1ab	Typeable	Klebsiella pneumoniae	ST1414	NA	O1⍺β,2⍺	59	O1 (O1/O2v1)	BT2	BT1	BT1	BT1	BT1	BT1	BT1	BT1	BT1	BT1	BT1	BT1	BT1	SAMN48851757
CLIN.004469	NIMBIplus	Southern Africa	Botswana	BT1	neonate	2023	105140	325	5466657	0	KL8	K8	Typeable	O1/O2v1	O1ab	Typeable	Klebsiella pneumoniae	ST1414	NA	O1⍺β,2⍺	59	O1 (O1/O2v1)	BT2	BT1	BT1	BT1	BT1	BT1	BT1	BT1	BT1	BT1	BT1	BT1	BT1	SAMN48851758
CLIN.004517	NIMBIplus	Southern Africa	Botswana	BT1	neonate	2023	115332	326	5466587	0	KL8	K8	Typeable	O1/O2v1	O1ab	Typeable	Klebsiella pneumoniae	ST1414	NA	O1⍺β,2⍺	59	O1 (O1/O2v1)	BT2	BT1	BT1	BT1	BT2	BT1	BT1	BT1	BT1	BT1	BT1	BT1	BT1	SAMN48851759
